record_ID,cycle,step_ID,step_name,time_in_step,voltage_V,current_mA,capacity_mAh,energy_mWh,timestamp,Validated,DCIR(mOhm)
1,1,1,CC_Chg,0.0,0.5082,6096.81,0.0,0.0,2024-09-16 13:38:59,False,-1.0
2,1,1,CC_Chg,0.1,0.5082,6096.81,0.16935556,0.08606389,2024-09-16 13:38:59,False,-1.0
3,1,1,CC_Chg,0.2,0.5716,6097.0503,0.33871666,0.18287222,2024-09-16 13:38:59,False,-1.0
4,1,1,CC_Chg,0.4,0.6365,6098.1997,0.67749447,0.39135554,2024-09-16 13:38:59,False,-1.0
5,1,1,CC_Chg,0.5,0.6725,6098.5,0.8468972,0.50528055,2024-09-16 13:38:59,False,-1.0
6,1,1,CC_Chg,0.6,0.7101,6098.7,1.0163056,0.625575,2024-09-16 13:39:00,False,-1.0
7,1,1,CC_Chg,0.7,0.7519,6098.8403,1.1857167,0.75295836,2024-09-16 13:39:00,False,-1.0
8,1,1,CC_Chg,0.8,0.8011,6098.94,1.3551306,0.888675,2024-09-16 13:39:00,False,-1.0
9,1,1,CC_Chg,0.9,0.8633,6099.03,1.5245501,1.0349333,2024-09-16 13:39:00,False,-1.0
10,1,1,CC_Chg,1.0,0.9321,6099.0903,1.6939695,1.19285,2024-09-16 13:39:00,False,-1.0
11,1,1,CC_Chg,1.1,1.0077,6099.1504,1.8633889,1.363575,2024-09-16 13:39:00,False,-1.0
12,1,1,CC_Chg,1.2,1.0822,6099.1904,2.0328112,1.5469222,2024-09-16 13:39:00,False,-1.0
13,1,1,CC_Chg,1.3,1.1554,6099.23,2.2022333,1.742675,2024-09-16 13:39:00,False,-1.0
14,1,1,CC_Chg,1.4,1.2336,6099.26,2.3716583,1.951675,2024-09-16 13:39:00,False,-1.0
15,1,1,CC_Chg,1.5,1.3134,6099.29,2.5410833,2.1741972,2024-09-16 13:39:00,False,-1.0
16,1,1,CC_Chg,1.6,1.4,6099.33,2.7105083,2.4113944,2024-09-16 13:39:01,False,-1.0
17,1,1,CC_Chg,1.7,1.4877,6099.35,2.879936,2.66345,2024-09-16 13:39:01,False,-1.0
18,1,1,CC_Chg,1.8,1.5837,6099.37,3.049361,2.9317722,2024-09-16 13:39:01,True,-1.0
19,1,1,CC_Chg,1.9,1.675,6099.39,3.2187889,3.215564,2024-09-16 13:39:01,True,-1.0
20,1,1,CC_Chg,2.0,1.7461,6099.42,3.3882167,3.5114028,2024-09-16 13:39:01,True,-1.0
21,1,1,CC_Chg,2.1,1.7838,6099.43,3.5576472,3.813628,2024-09-16 13:39:01,True,-1.0
22,1,1,CC_Chg,2.2,1.8158,6099.45,3.7270749,4.121278,2024-09-16 13:39:01,True,-1.0
23,1,1,CC_Chg,2.3,1.8474,6099.47,3.8965056,4.4342833,2024-09-16 13:39:01,True,-1.0
24,1,1,CC_Chg,2.5,1.8972,6099.5,4.235367,5.072847,2024-09-16 13:39:01,True,-1.0
