record_ID,cycle,step_ID,step_name,time_in_step,voltage_V,current_mA,capacity_mAh,energy_mWh,timestamp,Validated,DCIR(mOhm)
76,1,1,CC_Chg,640.0,2.1217322,6099.1997,1084.3217,2277.9631,2024-09-23 14:56:48.000000000,True,-1.0
77,1,1,CC_Chg,650.0,2.1165931,6099.252,1101.2632,2313.9766,2024-09-23 14:56:58.000000000,True,-1.0
78,1,1,CC_Chg,660.0,2.1121955,6099.3726,1118.2056,2349.8367,2024-09-23 14:57:08.000000000,True,-1.0
79,1,1,CC_Chg,670.0,2.109097,6099.355,1135.1482,2385.623,2024-09-23 14:57:18.000000000,True,-1.0
80,1,1,CC_Chg,680.0,2.1059208,6099.355,1152.0908,2421.3567,2024-09-23 14:57:28.000000000,True,-1.0
81,1,1,CC_Chg,690.0,2.1037934,6099.1924,1169.0336,2457.0364,2024-09-23 14:57:38.000000000,True,-1.0
82,1,1,CC_Chg,700.0,2.1055505,6099.554,1185.9757,2492.6794,2024-09-23 14:57:48.000000000,True,-1.0
83,1,1,CC_Chg,710.0,2.1055663,6099.58,1202.919,2528.3542,2024-09-23 14:57:58.000000000,True,-1.0
84,1,1,CC_Chg,720.0,2.111925,6099.6196,1219.8629,2564.0957,2024-09-23 14:58:08.000000000,True,-1.0
85,1,1,CC_Chg,730.0,2.1077256,6099.2256,1236.8063,2599.879,2024-09-23 14:58:18.000000000,True,-1.0
86,1,1,CC_Chg,740.0,2.1102402,6099.1963,1253.7487,2635.5886,2024-09-23 14:58:28.000000000,True,-1.0
87,1,1,CC_Chg,750.0,2.1066186,6099.166,1270.6908,2671.3408,2024-09-23 14:58:38.000000000,True,-1.0
88,1,1,CC_Chg,760.0,2.1131654,6099.227,1287.6329,2707.0315,2024-09-23 14:58:48.000000000,True,-1.0
89,1,1,CC_Chg,770.0,2.1137319,6099.416,1304.5752,2742.8335,2024-09-23 14:58:58.000000000,True,-1.0
90,1,1,CC_Chg,780.0,2.1164372,6099.512,1321.5181,2778.646,2024-09-23 14:59:08.000000000,True,-1.0
91,1,1,CC_Chg,790.0,2.1192315,6099.464,1338.4609,2814.5977,2024-09-23 14:59:18.000000000,True,-1.0
92,1,1,CC_Chg,800.0,2.119143,6099.4873,1355.4039,2850.5034,2024-09-23 14:59:28.000000000,True,-1.0
93,1,1,CC_Chg,810.0,2.1186194,6099.5703,1372.347,2886.4084,2024-09-23 14:59:38.000000000,True,-1.0
94,1,1,CC_Chg,820.0,2.1155438,6099.4595,1389.2902,2922.3047,2024-09-23 14:59:48.000000000,True,-1.0
95,1,1,CC_Chg,830.0,2.1145868,6099.508,1406.2332,2958.148,2024-09-23 14:59:58.000000000,True,-1.0
96,1,1,CC_Chg,840.0,2.1134295,6099.5903,1423.1761,2993.9756,2024-09-23 15:00:08.000000000,True,-1.0
97,1,1,CC_Chg,850.0,2.1129935,6099.2227,1440.1195,3029.7842,2024-09-23 15:00:18.000000000,True,-1.0
98,1,1,CC_Chg,860.0,2.111659,6099.3276,1457.0619,3065.5073,2024-09-23 15:00:28.000000000,True,-1.0
99,1,1,CC_Chg,870.0,2.110916,6099.1836,1474.0045,3101.2844,2024-09-23 15:00:38.000000000,True,-1.0
100,1,1,CC_Chg,880.0,2.1093254,6099.275,1490.9467,3137.048,2024-09-23 15:00:48.000000000,True,-1.0
101,1,1,CC_Chg,890.0,2.1081483,6099.4624,1507.8892,3172.7852,2024-09-23 15:00:58.000000000,True,-1.0
102,1,1,CC_Chg,900.0,2.1089032,6099.6455,1524.8322,3208.5032,2024-09-23 15:01:08.000000000,True,-1.0
103,1,1,CC_Chg,910.0,2.1086895,6099.579,1541.7756,3244.2356,2024-09-23 15:01:18.000000000,True,-1.0
104,1,1,CC_Chg,920.0,2.1058147,6099.5815,1558.7188,3279.9634,2024-09-23 15:01:28.000000000,True,-1.0
105,1,1,CC_Chg,930.0,2.1072896,6099.3184,1575.6625,3315.6885,2024-09-23 15:01:38.000000000,True,-1.0
106,1,1,CC_Chg,940.0,2.1100688,6099.11,1592.605,3351.391,2024-09-23 15:01:48.000000000,True,-1.0
107,1,1,CC_Chg,950.0,2.1104226,6099.1006,1609.547,3387.1401,2024-09-23 15:01:58.000000000,True,-1.0
108,1,1,CC_Chg,960.0,2.1128535,6099.3916,1626.4889,3422.8945,2024-09-23 15:02:08.000000000,True,-1.0
109,1,1,CC_Chg,970.0,2.1146944,6099.195,1643.4318,3458.6921,2024-09-23 15:02:18.000000000,True,-1.0
110,1,1,CC_Chg,980.0,2.1196723,6099.156,1660.3739,3494.5198,2024-09-23 15:02:28.000000000,True,-1.0
111,1,1,CC_Chg,990.0,2.1201332,6099.3086,1677.316,3530.4314,2024-09-23 15:02:38.000000000,True,-1.0
112,1,1,CC_Chg,1000.0,2.1193368,6099.134,1694.258,3566.4077,2024-09-23 15:02:48.000000000,True,-1.0
113,1,1,CC_Chg,1010.0,2.1188571,6099.532,1711.2001,3602.3137,2024-09-23 15:02:58.000000000,True,-1.0
114,1,1,CC_Chg,1020.0,2.1116111,6099.5674,1728.1432,3638.2139,2024-09-23 15:03:08.000000000,True,-1.0
115,1,1,CC_Chg,1030.0,2.1124244,6099.586,1745.0864,3673.9912,2024-09-23 15:03:18.000000000,True,-1.0
116,1,1,CC_Chg,1040.0,2.1144261,6099.153,1762.0298,3709.783,2024-09-23 15:03:28.000000000,True,-1.0
117,1,1,CC_Chg,1050.0,2.1107526,6099.1226,1778.9719,3745.6055,2024-09-23 15:03:38.000000000,True,-1.0
118,1,1,CC_Chg,1060.0,2.1126788,6099.3154,1795.9138,3781.366,2024-09-23 15:03:48.000000000,True,-1.0
119,1,1,CC_Chg,1070.0,2.1105323,6099.24,1812.8567,3817.0476,2024-09-23 15:03:58.000000000,True,-1.0
120,1,1,CC_Chg,1080.0,2.1106126,6099.1323,1829.7991,3852.805,2024-09-23 15:04:08.000000000,True,-1.0
121,1,1,CC_Chg,1090.0,2.1082451,6099.5483,1846.7411,3888.563,2024-09-23 15:04:18.000000000,True,-1.0
122,1,1,CC_Chg,1100.0,2.1145902,6099.493,1863.6842,3924.2832,2024-09-23 15:04:28.000000000,True,-1.0
123,1,1,CC_Chg,1110.0,2.10338,6099.175,1880.6273,3960.1108,2024-09-23 15:04:38.000000000,True,-1.0
124,1,1,CC_Chg,1120.0,2.1089056,6099.271,1897.5695,3995.7466,2024-09-23 15:04:48.000000000,True,-1.0
125,1,1,CC_Chg,1130.0,2.1098013,6099.157,1914.5118,4031.4766,2024-09-23 15:04:58.000000000,True,-1.0
126,1,1,CC_Chg,1140.0,2.108187,6099.557,1931.4551,4067.2527,2024-09-23 15:05:08.000000000,True,-1.0
127,1,1,CC_Chg,1150.0,2.1150317,6099.561,1948.3983,4102.972,2024-09-23 15:05:18.000000000,True,-1.0
128,1,1,CC_Chg,1160.0,2.1152012,6099.622,1965.3416,4138.807,2024-09-23 15:05:28.000000000,True,-1.0
129,1,1,CC_Chg,1170.0,2.1222227,6099.207,1982.285,4174.646,2024-09-23 15:05:38.000000000,True,-1.0
130,1,1,CC_Chg,1180.0,2.1201525,6099.1006,1999.2272,4210.6016,2024-09-23 15:05:48.000000000,True,-1.0
131,1,1,CC_Chg,1190.0,2.1227736,6099.1313,2016.1691,4246.521,2024-09-23 15:05:58.000000000,True,-1.0
132,1,1,CC_Chg,1200.0,2.1182082,6099.217,2033.1111,4282.485,2024-09-23 15:06:08.000000000,True,-1.0
133,1,1,CC_Chg,1210.0,2.1194675,6099.3247,2050.0535,4318.5366,2024-09-23 15:06:18.000000000,True,-1.0
134,1,1,CC_Chg,1220.0,2.1177766,6099.1226,2066.9958,4354.446,2024-09-23 15:06:28.000000000,True,-1.0
135,1,1,CC_Chg,1230.0,2.117579,6099.572,2083.938,4390.325,2024-09-23 15:06:38.000000000,True,-1.0
136,1,1,CC_Chg,1240.0,2.119438,6099.415,2100.881,4426.2036,2024-09-23 15:06:48.000000000,True,-1.0
137,1,1,CC_Chg,1250.0,2.121051,6099.3,2117.824,4462.1133,2024-09-23 15:06:58.000000000,True,-1.0
138,1,1,CC_Chg,1260.0,2.123837,6099.111,2134.7666,4498.0493,2024-09-23 15:07:08.000000000,True,-1.0
139,1,1,CC_Chg,1270.0,2.1223056,6099.198,2151.7083,4534.031,2024-09-23 15:07:18.000000000,True,-1.0
140,1,1,CC_Chg,1280.0,2.1215675,6099.14,2168.6501,4570.0815,2024-09-23 15:07:28.000000000,True,-1.0
141,1,1,CC_Chg,1290.0,2.1193585,6099.335,2185.5923,4606.026,2024-09-23 15:07:38.000000000,True,-1.0
142,1,1,CC_Chg,1300.0,2.1160707,6099.476,2202.5347,4641.933,2024-09-23 15:07:48.000000000,True,-1.0
143,1,1,CC_Chg,1310.0,2.116474,6099.6616,2219.4778,4677.7856,2024-09-23 15:07:58.000000000,True,-1.0
144,1,1,CC_Chg,1320.0,2.1094773,6099.6255,2236.4214,4713.646,2024-09-23 15:08:08.000000000,True,-1.0
145,1,1,CC_Chg,1330.0,2.1122282,6099.622,2253.3647,4749.3877,2024-09-23 15:08:18.000000000,True,-1.0
146,1,1,CC_Chg,1340.0,2.1086802,6099.622,2270.308,4785.1763,2024-09-23 15:08:28.000000000,True,-1.0
147,1,1,CC_Chg,1350.0,2.1114573,6099.493,2287.2522,4820.8765,2024-09-23 15:08:38.000000000,True,-1.0
148,1,1,CC_Chg,1360.0,2.1112587,6099.326,2304.195,4856.6514,2024-09-23 15:08:48.000000000,True,-1.0
149,1,1,CC_Chg,1370.0,2.1095684,6099.1836,2321.1377,4892.4214,2024-09-23 15:08:58.000000000,True,-1.0
150,1,1,CC_Chg,1380.0,2.1081386,6099.5933,2338.0798,4928.162,2024-09-23 15:09:08.000000000,True,-1.0
151,1,1,CC_Chg,1390.0,2.1050203,6099.489,2355.0232,4963.881,2024-09-23 15:09:18.000000000,True,-1.0
152,1,1,CC_Chg,1400.0,2.1074507,6099.576,2371.966,4999.546,2024-09-23 15:09:28.000000000,True,-1.0
153,1,1,CC_Chg,1410.0,2.1083317,6099.3887,2388.9097,5035.2534,2024-09-23 15:09:38.000000000,True,-1.0
154,1,1,CC_Chg,1420.0,2.1133184,6099.11,2405.851,5071.0615,2024-09-23 15:09:48.000000000,True,-1.0
155,1,1,CC_Chg,1430.0,2.1106477,6099.172,2422.7932,5106.865,2024-09-23 15:09:58.000000000,True,-1.0
156,1,1,CC_Chg,1440.0,2.1219285,6099.16,2439.735,5142.6245,2024-09-23 15:10:08.000000000,True,-1.0
157,1,1,CC_Chg,1450.0,2.1192083,6099.191,2456.6775,5178.574,2024-09-23 15:10:18.000000000,True,-1.0
158,1,1,CC_Chg,1460.0,2.122564,6099.6094,2473.6194,5214.4785,2024-09-23 15:10:28.000000000,True,-1.0
159,1,1,CC_Chg,1470.0,2.1228313,6099.573,2490.563,5250.4414,2024-09-23 15:10:38.000000000,True,-1.0
160,1,1,CC_Chg,1480.0,2.120466,6099.566,2507.506,5286.409,2024-09-23 15:10:48.000000000,True,-1.0
161,1,1,CC_Chg,1490.0,2.122162,6099.4946,2524.4502,5322.3574,2024-09-23 15:10:58.000000000,True,-1.0
162,1,1,CC_Chg,1500.0,2.1215203,6099.2534,2541.3933,5358.313,2024-09-23 15:11:08.000000000,True,-1.0
163,1,1,CC_Chg,1510.0,2.1165664,6099.124,2558.3357,5394.257,2024-09-23 15:11:18.000000000,True,-1.0
164,1,1,CC_Chg,1520.0,2.115521,6099.31,2575.2778,5430.1157,2024-09-23 15:11:28.000000000,True,-1.0
165,1,1,CC_Chg,1530.0,2.1118333,6099.1196,2592.2202,5465.9575,2024-09-23 15:11:38.000000000,True,-1.0
166,1,1,CC_Chg,1540.0,2.1160471,6099.3623,2609.1624,5501.737,2024-09-23 15:11:48.000000000,True,-1.0
167,1,1,CC_Chg,1550.0,2.1157837,6099.5674,2626.1047,5537.588,2024-09-23 15:11:58.000000000,True,-1.0
168,1,1,CC_Chg,1560.0,2.1142051,6099.6357,2643.049,5573.414,2024-09-23 15:12:08.000000000,True,-1.0
169,1,1,CC_Chg,1570.0,2.1165018,6099.4307,2659.9922,5609.236,2024-09-23 15:12:18.000000000,True,-1.0
170,1,1,CC_Chg,1580.0,2.112076,6099.1763,2676.9353,5645.095,2024-09-23 15:12:28.000000000,True,-1.0
171,1,1,CC_Chg,1590.0,2.114919,6099.383,2693.8774,5680.8784,2024-09-23 15:12:38.000000000,True,-1.0
172,1,1,CC_Chg,1600.0,2.1142268,6099.6064,2710.82,5716.711,2024-09-23 15:12:48.000000000,True,-1.0
173,1,1,CC_Chg,1610.0,2.1120243,6099.611,2727.7634,5752.533,2024-09-23 15:12:58.000000000,True,-1.0
174,1,1,CC_Chg,1620.0,2.1064448,6099.5015,2744.7068,5788.318,2024-09-23 15:13:08.000000000,True,-1.0
175,1,1,CC_Chg,1630.0,2.1094327,6099.6846,2761.6497,5823.929,2024-09-23 15:13:18.000000000,True,-1.0
176,1,1,CC_Chg,1640.0,2.1069202,6099.6514,2778.5933,5859.6704,2024-09-23 15:13:28.000000000,True,-1.0
177,1,1,CC_Chg,1650.0,2.1106188,6099.467,2795.5369,5895.3696,2024-09-23 15:13:38.000000000,True,-1.0
178,1,1,CC_Chg,1660.0,2.1100478,6099.583,2812.4797,5931.1294,2024-09-23 15:13:48.000000000,True,-1.0
179,1,1,CC_Chg,1670.0,2.1109886,6099.653,2829.4229,5966.881,2024-09-23 15:13:58.000000000,True,-1.0
180,1,1,CC_Chg,1680.0,2.1139386,6099.2983,2846.3665,6002.648,2024-09-23 15:14:08.000000000,True,-1.0
181,1,1,CC_Chg,1690.0,2.11317,6099.3247,2863.3088,6038.4634,2024-09-23 15:14:18.000000000,True,-1.0
182,1,1,CC_Chg,1700.0,2.1140587,6099.2197,2880.2512,6074.3022,2024-09-23 15:14:28.000000000,True,-1.0
183,1,1,CC_Chg,1710.0,2.117591,6099.1924,2897.1934,6110.119,2024-09-23 15:14:38.000000000,True,-1.0
184,1,1,CC_Chg,1720.0,2.1132793,6099.1616,2914.1357,6145.9956,2024-09-23 15:14:48.000000000,True,-1.0
185,1,1,CC_Chg,1730.0,2.117436,6099.663,2931.0776,6181.7993,2024-09-23 15:14:58.000000000,True,-1.0
186,1,1,CC_Chg,1740.0,2.1147563,6099.544,2948.0212,6217.6763,2024-09-23 15:15:08.000000000,True,-1.0
187,1,1,CC_Chg,1750.0,2.1143486,6099.5293,2964.9644,6253.507,2024-09-23 15:15:18.000000000,True,-1.0
188,1,1,CC_Chg,1760.0,2.113294,6099.528,2981.9077,6289.3306,2024-09-23 15:15:28.000000000,True,-1.0
189,1,1,CC_Chg,1770.0,2.1117618,6099.528,2998.851,6325.1875,2024-09-23 15:15:38.000000000,True,-1.0
190,1,1,CC_Chg,1780.0,2.1115065,6099.512,3015.7942,6360.968,2024-09-23 15:15:48.000000000,True,-1.0
191,1,1,CC_Chg,1790.0,2.108878,6099.1836,3032.7373,6396.743,2024-09-23 15:15:58.000000000,True,-1.0
192,1,1,CC_Chg,1800.0,2.1137254,6099.156,3049.6794,6432.472,2024-09-23 15:16:08.000000000,True,-1.0
193,1,1,CC_Chg,1810.0,2.10812,6099.191,3066.6216,6468.283,2024-09-23 15:16:18.000000000,True,-1.0
194,1,1,CC_Chg,1820.0,2.1094913,6099.2183,3083.5637,6503.999,2024-09-23 15:16:28.000000000,True,-1.0
195,1,1,CC_Chg,1830.0,2.1107051,6099.5293,3100.506,6539.739,2024-09-23 15:16:38.000000000,True,-1.0
196,1,1,CC_Chg,1840.0,2.1129348,6099.5967,3117.4492,6575.476,2024-09-23 15:16:48.000000000,True,-1.0
197,1,1,CC_Chg,1850.0,2.115602,6099.5645,3134.3926,6611.2764,2024-09-23 15:16:58.000000000,True,-1.0
198,1,1,CC_Chg,1860.0,2.1137788,6099.6064,3151.3357,6647.1216,2024-09-23 15:17:08.000000000,True,-1.0
199,1,1,CC_Chg,1870.0,2.1185133,6099.538,3168.279,6682.9355,2024-09-23 15:17:18.000000000,True,-1.0
200,1,1,CC_Chg,1880.0,2.121685,6099.3276,3185.2222,6718.83,2024-09-23 15:17:28.000000000,True,-1.0
201,1,1,CC_Chg,1890.0,2.1198473,6099.1353,3202.1648,6754.777,2024-09-23 15:17:38.000000000,True,-1.0
202,1,1,CC_Chg,1900.0,2.1203547,6099.5063,3219.107,6790.6914,2024-09-23 15:17:48.000000000,True,-1.0
203,1,1,CC_Chg,1910.0,2.1172915,6099.496,3236.0493,6826.6216,2024-09-23 15:17:58.000000000,True,-1.0
204,1,1,CC_Chg,1920.0,2.1170056,6099.622,3252.9924,6862.495,2024-09-23 15:18:08.000000000,True,-1.0
205,1,1,CC_Chg,1930.0,2.1186066,6099.644,3269.9358,6898.3643,2024-09-23 15:18:18.000000000,True,-1.0
206,1,1,CC_Chg,1940.0,2.1128495,6099.5107,3286.8794,6934.2607,2024-09-23 15:18:28.000000000,True,-1.0
207,1,1,CC_Chg,1950.0,2.1151965,6099.5527,3303.8225,6970.059,2024-09-23 15:18:38.000000000,True,-1.0
208,1,1,CC_Chg,1960.0,2.1134217,6099.179,3320.7656,7005.897,2024-09-23 15:18:48.000000000,True,-1.0
209,1,1,CC_Chg,1970.0,2.111441,6099.111,3337.7078,7041.703,2024-09-23 15:18:58.000000000,True,-1.0
210,1,1,CC_Chg,1980.0,2.1138964,6099.1587,3354.649,7077.4507,2024-09-23 15:19:08.000000000,True,-1.0
211,1,1,CC_Chg,1990.0,2.1119387,6099.515,3371.591,7113.2646,2024-09-23 15:19:18.000000000,True,-1.0
212,1,1,CC_Chg,2000.0,2.1130602,6099.4336,3388.5342,7149.0474,2024-09-23 15:19:28.000000000,True,-1.0
213,1,1,CC_Chg,2010.0,2.1125944,6099.6196,3405.477,7184.848,2024-09-23 15:19:38.000000000,True,-1.0
214,1,1,CC_Chg,2020.0,2.1109784,6099.5874,3422.4202,7220.643,2024-09-23 15:19:48.000000000,True,-1.0
215,1,1,CC_Chg,2030.0,2.1130722,6099.268,3439.3638,7256.41,2024-09-23 15:19:58.000000000,True,-1.0
216,1,1,CC_Chg,2040.0,2.1106853,6099.175,3456.306,7292.2104,2024-09-23 15:20:08.000000000,True,-1.0
