record_ID,cycle,step_ID,step_name,time_in_step,voltage_V,current_mA,capacity_mAh,energy_mWh,timestamp,Validated,DCIR(mOhm)
1,1,1,CC_Chg,0.0,0.5533,6094.35,0.0,0.0,2024-09-16 13:39:05,False,-1.0
2,1,1,CC_Chg,0.1,0.5533,6094.35,0.16928612,0.09366667,2024-09-16 13:39:05,False,-1.0
3,1,1,CC_Chg,0.2,0.5915,6095.51,0.33860555,0.19381666,2024-09-16 13:39:06,False,-1.0
4,1,1,CC_Chg,0.3,0.6217,6097.1597,0.5079722,0.2991139,2024-09-16 13:39:06,False,-1.0
5,1,1,CC_Chg,0.4,0.6614,6098.0303,0.6773611,0.41114724,2024-09-16 13:39:06,False,-1.0
6,1,1,CC_Chg,0.5,0.7011,6098.53,0.8467639,0.52991664,2024-09-16 13:39:06,False,-1.0
7,1,1,CC_Chg,0.6,0.747,6098.8696,1.0161778,0.65646666,2024-09-16 13:39:06,False,-1.0
8,1,1,CC_Chg,0.7,0.8008,6099.1104,1.1855973,0.7921389,2024-09-16 13:39:06,False,-1.0
9,1,1,CC_Chg,0.8,0.868,6099.29,1.3550222,0.9392,2024-09-16 13:39:06,False,-1.0
10,1,1,CC_Chg,0.9,0.9432,6099.43,1.5244501,1.0990056,2024-09-16 13:39:06,False,-1.0
11,1,1,CC_Chg,1.0,1.0223,6099.54,1.6938833,1.2722139,2024-09-16 13:39:06,False,-1.0
12,1,1,CC_Chg,1.1,1.101,6099.63,1.8633167,1.4587612,2024-09-16 13:39:06,False,-1.0
13,1,1,CC_Chg,1.2,1.1773,6099.71,2.0327528,1.6582389,2024-09-16 13:39:07,False,-1.0
14,1,1,CC_Chg,1.3,1.2573,6099.7803,2.2021916,1.8712751,2024-09-16 13:39:07,False,-1.0
15,1,1,CC_Chg,1.4,1.3359,6099.83,2.3716307,2.0976279,2024-09-16 13:39:07,False,-1.0
16,1,1,CC_Chg,1.5,1.4235,6099.8804,2.5410721,2.3388278,2024-09-16 13:39:07,False,-1.0
17,1,1,CC_Chg,1.6,1.5129,6099.9297,2.710514,2.595178,2024-09-16 13:39:07,True,-1.0
18,1,1,CC_Chg,1.7,1.6084,6099.9697,2.8799584,2.867711,2024-09-16 13:39:07,True,-1.0
19,1,1,CC_Chg,1.8,1.6985,6100.0,3.0494027,3.1555111,2024-09-16 13:39:07,True,-1.0
20,1,1,CC_Chg,1.9,1.7587,6100.04,3.21885,3.4535167,2024-09-16 13:39:07,True,-1.0
21,1,1,CC_Chg,2.0,1.7962,6100.07,3.3882945,3.757875,2024-09-16 13:39:07,True,-1.0
22,1,1,CC_Chg,2.2,1.854,6100.12,3.7271888,4.380831,2024-09-16 13:39:08,True,-1.0
23,1,1,CC_Chg,2.4,1.9031,6100.17,4.066086,5.02145,2024-09-16 13:39:08,True,-1.0
24,1,1,CC_Chg,2.6,1.9371,6100.21,4.4049864,5.675239,2024-09-16 13:39:08,True,-1.0
25,1,1,CC_Chg,2.9,1.9741,6100.27,4.9133415,6.6725116,2024-09-16 13:39:08,True,-1.0
26,1,1,CC_Chg,3.5,2.0065,6100.38,5.9300637,8.701686,2024-09-16 13:39:09,True,-1.0
27,1,1,CC_Chg,6.6,2.0379,6100.71,11.183339,19.352465,2024-09-16 13:39:12,True,-1.0
28,1,1,CC_Chg,10.0,2.0444,6100.7397,16.945156,31.110838,2024-09-16 13:39:15,True,-1.0
29,1,1,CC_Chg,20.0,2.0526,6100.6196,33.891464,65.82593,2024-09-16 13:39:25,True,-1.0
30,1,1,CC_Chg,30.0,2.0544,6100.65,50.83765,100.594055,2024-09-16 13:39:35,True,-1.0
31,1,1,CC_Chg,40.0,2.0522,6100.63,67.78381,135.38226,2024-09-16 13:39:45,True,-1.0
32,1,1,CC_Chg,50.0,2.0535,6100.56,84.729675,170.17984,2024-09-16 13:39:55,True,-1.0
33,1,1,CC_Chg,60.0,2.0538,6100.5903,101.67552,204.98766,2024-09-16 13:40:05,True,-1.0
34,1,1,CC_Chg,70.0,2.0538,6100.65,118.621765,239.80888,2024-09-16 13:40:15,True,-1.0
35,1,1,CC_Chg,80.0,2.0561,6100.5503,135.56786,274.65607,2024-09-16 13:40:25,True,-1.0
36,1,1,CC_Chg,90.0,2.0575,6100.56,152.51364,309.52194,2024-09-16 13:40:35,True,-1.0
37,1,1,CC_Chg,100.0,2.0575,6100.49,169.4595,344.4076,2024-09-16 13:40:45,True,-1.0
38,1,1,CC_Chg,110.0,2.0618,6100.63,186.40527,379.3096,2024-09-16 13:40:55,True,-1.0
39,1,1,CC_Chg,120.0,2.0592,6100.61,203.35153,414.237,2024-09-16 13:41:05,True,-1.0
40,1,1,CC_Chg,130.0,2.0571,6100.5903,220.29765,449.14465,2024-09-16 13:41:15,True,-1.0
41,1,1,CC_Chg,140.0,2.057,6100.5703,237.24376,484.01917,2024-09-16 13:41:25,True,-1.0
42,1,1,CC_Chg,150.0,2.0568,6100.46,254.18967,518.89166,2024-09-16 13:41:35,True,-1.0
43,1,1,CC_Chg,160.0,2.0572,6100.5303,271.13547,553.75214,2024-09-16 13:41:45,True,-1.0
44,1,1,CC_Chg,170.0,2.0563,6100.5996,288.08157,588.6025,2024-09-16 13:41:55,True,-1.0
