record_ID,cycle,step_ID,step_name,time_in_step,voltage_V,current_mA,capacity_mAh,energy_mWh,timestamp,Validated,DCIR(mOhm)
1,1,1,CC_Chg,0.0,0.5747,6095.75,0.0,0.0,2024-08-12 10:42:11,False,-1.0
2,1,1,CC_Chg,0.1,0.5747,6095.75,0.169325,0.09731111,2024-08-12 10:42:11,False,-1.0
3,1,1,CC_Chg,0.3,0.6047,6097.55,0.5080472,0.29949445,2024-08-12 10:42:11,False,-1.0
4,1,1,CC_Chg,0.5,0.6558,6098.4805,0.8468417,0.5168833,2024-08-12 10:42:11,False,-1.0
5,1,1,CC_Chg,0.6,0.6973,6098.72,1.01625,0.63501114,2024-08-12 10:42:11,False,-1.0
6,1,1,CC_Chg,0.7,0.7666,6098.8896,1.1856638,0.76488334,2024-08-12 10:42:11,False,-1.0
7,1,1,CC_Chg,0.8,0.8693,6099.0,1.3550805,0.91215837,2024-08-12 10:42:11,False,-1.0
8,1,1,CC_Chg,0.9,0.9922,6099.1,1.5245,1.0802556,2024-08-12 10:42:11,False,-1.0
9,1,1,CC_Chg,1.0,1.1301,6099.1704,1.6939222,1.2717195,2024-08-12 10:42:12,False,-1.0
10,1,1,CC_Chg,1.1,1.2858,6099.23,1.8633444,1.4895638,2024-08-12 10:42:12,False,-1.0
11,1,1,CC_Chg,1.2,1.4641,6099.27,2.0327694,1.7376168,2024-08-12 10:42:12,False,-1.0
12,1,1,CC_Chg,1.3,1.6448,6099.31,2.2021945,2.0162861,2024-08-12 10:42:12,True,-1.0
13,1,1,CC_Chg,1.4,1.7502,6099.35,2.3716223,2.3128166,2024-08-12 10:42:12,True,-1.0
14,1,1,CC_Chg,1.5,1.7832,6099.39,2.5410502,2.6149416,2024-08-12 10:42:12,True,-1.0
15,1,1,CC_Chg,1.6,1.8189,6099.42,2.7104776,2.923114,2024-08-12 10:42:12,True,-1.0
16,1,1,CC_Chg,1.7,1.8561,6099.44,2.8799055,3.2375915,2024-08-12 10:42:12,True,-1.0
17,1,1,CC_Chg,2.0,1.8895,6099.5,3.3881972,4.1948857,2024-08-12 10:42:13,True,-1.0
18,1,1,CC_Chg,5.0,1.9007,6099.9,8.4713,13.841806,2024-08-12 10:42:16,True,-1.0
19,1,1,CC_Chg,10.0,1.9047,6100.12,16.943594,29.966139,2024-08-12 10:42:21,True,-1.0
20,1,1,CC_Chg,15.0,1.9073,6100.13,25.41601,46.11797,2024-08-12 10:42:26,True,-1.0
21,1,1,CC_Chg,20.0,1.9097,6100.16,33.888424,62.29009,2024-08-12 10:42:31,True,-1.0
22,1,1,CC_Chg,25.0,1.9117,6100.1,42.36082,78.47808,2024-08-12 10:42:36,True,-1.0
23,1,1,CC_Chg,30.0,1.9131,6100.17,50.83322,94.6814,2024-08-12 10:42:41,True,-1.0
24,1,1,CC_Chg,35.0,1.9147,6100.24,59.30576,110.89704,2024-08-12 10:42:46,True,-1.0
25,1,1,CC_Chg,40.0,1.9153,6100.14,67.778244,127.12033,2024-08-12 10:42:51,True,-1.0
